WahlkreisId;ParteiId;KandidatId;KandidatName;KandidatVorname;StimmzettelReihenfolge;PlatzNummer;Gesamtstimmen;Zweitstimmen;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131
1;3;37;Kaltner;Maria;37;37;2930;2930;20;21;40;28;46;47;22;21;27;32;58;32;1.357;49;39;65;140;175;31;83;47;57;86;49;63;84;39;49;30;35;58
1;3;38;Grübl;Fritz;34;38;2431;2431;2;3;5;4;1;3;5;4;1;11;15;2.136;3;15;5;4;4;12;3;3;7;13;5;5;4;7;15;13;4;112;7
1;3;39;Stein;Barbara;41;39;1890;1890;10;9;10;7;13;6;16;6;3;38;22;30;21;26;19;21;20;26;15;12;44;32;25;20;12;18;779;484;13;79;54
1;3;40;Schüler;Dr. Thorsten;genannt dr. thosch;40;40;1509;1509;17;6;29;16;8;16;13;13;7;9;89;12;16;17;9;7;57;42;10;44;15;5;20;61;10;15;11;24;810;10;91
1;3;41;Heilmeier;Bernd;35;41;1154;1154;6;2;8;7;6;11;7;1;4;4;9;1;19;6;6;9;15;783;2;163;3;7;9;13;4;4;6;4;32;0;3
1;3;42;Deger;Gökhan;33;42;859;859;58;27;56;46;37;50;48;21;23;17;15;14;32;33;19;13;45;27;9;26;17;15;55;32;21;12;13;21;14;17;26
1;4;1;Schulze;Katharina;1;1;242204;214843;9474;8304;14289;27361;9092;10516;8590;12214;15.028;2.834;6.132;3.563;6.192;7.547;3.331;5.178;7.372;7.942;3.828;7.524;4.655;2.823;9.393;9.876;2.602;3.539;5.628;5.201;9.766;5.259;7.151
1;4;2;Hartmann;Ludwig;2;2;95463;65094;2440;2198;3709;11795;1953;2620;2038;2780;30.369;644;1.827;881;1.615;1.766;591;1.093;1.725;1.883;627;6.693;1.200;611;1.955;2.572;537;615;1.422;1.275;2.458;1.337;2.234
1;4;3;Sengl;Gisela;3;3;52077;36408;1122;999;1913;2427;1002;1364;1062;1242;1.925;782;1.165;1.983;813;1.242;605;826;1.171;1.133;566;1.068;996;620;1.141;1.402;444;520;2.322;1.961;1.362;15.669;1.230
1;4;4;Demirel;Gülseren;5;4;43130;14158;925;622;28972;1549;657;922;793;810;1.498;91;311;131;348;399;173;240;434;488;185;356;179;117;567;554;113;153;259;204;420;252;408
1;4;5;Runge;Dr. Martin;12;5;32166;9380;309;228;415;414;269;550;243;356;465;92;301;116;377;264;103;135;258;22.786;115;1.949;177;95;263;408;86;88;213;157;501;147;286
1;4;6;Hierneis;Christian;10;6;32125;8328;458;362;721;716;413;508;418;23797;670;83;211;78;164;260;83;171;273;285;84;217;132;78;388;437;69;93;137;143;258;148;270
1;4;7;Monatzeder;Hep;22;7;31273;8651;640;446;791;777;542;22622;595;534;914;30;162;43;148;267;22;124;190;364;25;141;155;53;387;495;25;56;75;86;361;69;134
1;4;8;Büchler;Dr. Markus;4;8;30632;8983;229;235;368;411;319;314;244;327;458;84;189;110;363;226;88;131;654;325;105;216;134;71;2.174;21.649;81;104;179;149;294;221;180
1;4;9;Köhler;Claudia;7;9;29168;8109;203;180;599;442;186;241;309;180;296;66;202;75;119;194;44;92;164;174;67;154;187;61;21.059;3.033;65;80;106;124;165;137;164
1;4;10;Krahl;Andreas;8;10;27795;9502;425;275;571;516;301;391;333;339;455;156;770;131;258;318;160;227;328;362;167;413;178;133;448;367;122;153;230;221;451;303;18.293
1;4;11;Triebel;Gabriele;9;11;25853;2365;78;56;132;165;93;104;77;103;139;24;64;35;49;60;38;45;68;139;42;23.488;40;30;107;108;33;31;64;50;119;56;216
1;4;12;Becher;Johannes;6;12;25396;3491;117;95;169;272;127;132;112;170;216;37;99;59;98;118;48;352;21.905;138;54;88;60;45;151;132;41;146;84;61;89;84;97
1;4;13;Franke;Anne;25;13;24095;2454;78;56;130;161;82;111;72;129;162;21;90;27;50;46;23;45;73;163;34;177;40;20;76;232;28;24;73;55;21.641;48;128
1;4;14;Siekmann;Florian;16;14;24055;4743;19312;168;348;374;206;263;242;331;311;46;119;67;114;156;56;100;162;199;62;160;104;51;238;221;38;57;95;72;179;54;150
1;4;15;Kurz;Susanne;13;15;23182;5582;262;309;577;611;247;270;17600;420;711;36;104;57;96;134;49;79;93;158;69;174;81;51;208;189;35;33;100;80;153;85;111
1;4;16;Urban;Hans;36;16;22106;3050;110;52;149;125;71;113;71;86;146;37;19.056;40;77;86;37;58;82;116;36;106;125;46;77;200;41;43;56;76;264;71;453
1;4;17;Adjei;Benjamin;38;17;19378;1806;94;60;93;95;17572;70;76;90;97;33;40;18;24;62;14;65;51;52;24;38;64;36;126;303;9;20;31;21;45;24;31
1;4;18;Hinterholzer;Leonhard;24;18;19212;2875;57;31;67;83;45;60;44;68;80;108;69;196;39;104;21;48;60;55;34;72;103;63;80;73;18;29;16.337;482;71;558;57
1;4;19;Sarnowski von;Thomas;20;19;18663;2081;65;65;96;99;71;66;75;93;111;31;82;27;45;16.582;23;103;64;98;44;66;52;46;141;81;20;31;72;130;75;48;61
1;4;20;Zimmer;Dr. Bernhard;14;20;17361;6684;198;159;313;280;168;224;164;224;271;152;247;10.677;152;200;91;174;221;257;79;200;169;113;205;251;71;105;332;235;237;914;278
1;4;21;Baier;Andreas;40;21;16876;413;17;16463;35;33;13;22;27;23;32;1;10;4;9;28;3;17;13;16;4;14;3;5;19;12;2;4;6;7;12;4;18
1;4;22;Knobel;Martin;18;22;15589;2352;20;27;42;45;30;21;22;41;54;25;32;52;16;65;8;20;23;26;8;36;143;33;38;23;9;5;1.351;13.237;17;95;25
1;4;23;Frank-Mayer;Ursula;19;23;14808;2960;98;71;133;116;50;85;74;73;111;83;139;59;67;134;34;11.848;95;82;45;104;74;409;123;82;37;40;92;95;93;102;160
1;4;24;Kreß;Thomas;34;24;14086;1235;46;31;60;70;54;74;36;64;61;15;33;11;12.851;33;17;29;45;165;37;55;16;8;71;43;14;30;27;18;30;15;27
